Id,SalePrice
391,175963.2802142297
798,107195.30855072396
481,219811.13284153547
193,177259.91853507847
555,142119.17890437014
899,81227.24558623013
2357,184923.653637059
328,126924.35319407696
1356,127369.17020719148
1154,110595.68835176967
1730,181423.51819685134
2249,166031.69623950947
1119,262937.40192251327
2856,145280.11259131428
1394,117798.54489518295
2587,130232.49318883439
61,265397.9685673572
2661,161837.05615227108
2711,113779.46365597783
1147,182341.10463971563
757,124793.66859614066
2623,97775.12082839801
2378,145268.24778439786
1413,136786.32800325495
1722,231728.98330035643
1112,208283.26856687572
1623,194576.41282121663
1201,197104.248408208
1513,93729.79924522681
957,248998.31571432785
1171,269008.80183642893
1145,186150.46278240613
2726,198253.68849268748
703,165631.82875665624
760,94758.92076803256
1964,147993.51091473812
2512,197181.98408740366
159,129924.38774089489
1281,180098.67574847542
468,182000.18895735044
290,137643.1069837909
665,108854.24067245529
1463,250864.9228221444
1792,200947.86763275726
923,128233.22083673303
500,245340.60251092815
1408,141074.78762413896
331,96482.05039335984
170,150739.2634521663
2192,98084.63725049602
2571,232003.09722584346
2314,167204.86276359978
2647,94103.88596410009
422,317131.3661223911
2457,260187.15730129764
1838,196367.3647036511
2805,241216.65081286393
1645,166064.66609765723
1711,277846.57243032404
2825,215918.42057485145
322,280165.61611830257
2103,246835.6739331743
342,125149.86346643016
600,136477.20685000095
488,182698.36545333295
1725,266143.04571335285
2246,234667.09613310389
2847,150689.78124324602
806,239628.29147287342
530,224860.3286855298
963,195279.325239361
2678,106819.55769141932
171,99371.35355526625
2401,309326.79013605416
805,223000.5335409781
2259,209355.79230434736
1748,215519.64986926355
1361,122939.74463679401
1677,106990.46911721124
1406,146969.33427865026
2322,203311.29899914365
688,148894.16947458516
143,127350.24716621182
804,225287.20001974108
1214,125784.25653355061
2828,143253.49048365213
1999,164929.64626513366
2467,195934.89874060257
2665,172745.28729667552
1538,310552.516862728
398,122636.69625482502
2822,120562.93319994802
2157,153750.5864971685
1856,163000.99835077982
1269,126958.17932587198
2570,108583.2169197
2320,244884.7563175945
1517,154901.3581376373
2304,114067.62262147531
1312,108987.7274073406
2012,140141.63415484625
506,217223.76355589632
2865,191153.03118618333
2367,97887.67727625434
554,96968.8217810133
238,129359.97338110713
1954,132005.83013465928
2488,142524.05445093452
2291,78234.6095974447
1969,113226.63937180066
2725,166487.4783134214
1482,170023.66003884867
2763,202410.45253951286
503,240378.63320256234
1584,257082.31898155002
1531,153564.50294759253
2210,163315.63155493658
459,280580.0803641089
556,130000.75570619435
1347,120863.5990336445
1290,81817.45440352407
1388,98360.36366255982
1571,227228.37674582456
2754,204280.03594214586
765,141351.0028250441
2494,120264.06508415454
2870,219548.24197841974
7,216843.57031859702
1114,232852.0700757981
2418,257261.47444680118
291,147237.1256689903
18,256829.631246837
39,283970.0082806919
1001,232654.2363077571
2442,225057.20730212703
616,152213.51684435987
2680,77876.88648465199
1414,129050.99285886092
289,147369.86151446268
40,238695.02906693588
860,121630.94035476155
409,137920.16657723254
673,153719.31434045284
2427,177018.37772642876
2036,191804.60160091266
2564,146007.28090630806
642,139951.6232826112
1008,183195.77606070347
1908,128992.39937926813
2519,208784.1056411291
1369,98954.31195213053
2855,166323.7724894525
712,103821.26907795436
1943,110414.70786045233
1958,128051.32506653047
107,200922.33619727741
2295,194734.91546085416
704,99729.62866097441
676,141767.7753844501
259,175663.53980104014
93,264146.7994109504
106,261846.49890713056
2315,183660.69176241907
1050,116544.62721963931
1095,213007.59434759
2709,154299.81418728313
758,115319.260861935
1496,144962.9106952634
2370,117489.05014642188
2458,251877.13498708443
2733,121660.3281415285
161,235723.64479553775
726,148406.03401648538
845,208430.82663927728
947,236503.0003131482
2232,115411.27237510285
2563,152373.15501210318
2299,108819.74566300519
211,119048.17395368361
605,165053.97909857912
1478,211707.43354402386
2247,236646.64831828547
2274,187508.60327473335
2869,208023.28257061585
967,209811.53670263858
2656,117545.07871391591
667,166983.85128343038
1042,107360.60536408162
2023,159946.7680151654
2447,313477.97616026935
2055,133782.54174133536
2275,261198.5531320937
2204,179216.52082862932
1563,235419.0900957571
483,206631.85428192548
796,147056.19287070425
1526,159979.0525994933
2042,140778.76540616693
442,287968.6618812356
1693,285311.8831782071
1468,224541.65897755872
1430,197549.892492329
2605,154866.29988693513
1529,231186.4355408402
335,137716.1912853769
1287,114741.2004214647
31,96477.12544989117
1785,242001.40931615038
82,179996.36979134797
2620,120085.94970599466
252,189538.11138922337
721,87142.51723087323
2165,187991.7353618834
2316,195846.6975661296
775,135049.08612070786
1558,97609.68723107546
17,212118.2269436102
1022,198426.19460262568
925,144776.5545997925
438,256686.70886227378
1270,129987.99415859494
1272,113213.97635460683
215,152552.6384659476
266,242460.0377583507
2402,280885.79792176996
1250,136358.49945461686
1984,109414.9161681209
1279,127607.83353077617
377,224612.56369164353
1252,161047.78524324376
2156,256316.01513478148
499,283898.025316356
1374,142278.8861066401
2898,189795.1718482432
401,110197.18657902161
2721,189183.2626726815
2078,219749.27346481688
2589,137978.34907565647
1946,204273.29169511644
1334,111528.1080112916
2781,224023.0774806124
431,290393.2343226543
576,212826.32900391595
1474,214715.92326459583
2254,126199.66370687116
2155,265755.06416529225
885,110069.51054372574
643,159863.4841336656
1944,118024.04024684662
480,205615.32588312236
2845,93602.46462393111
2387,288909.3395136318
2407,207629.81087049827
2527,184027.0220119943
2514,171199.21164728454
629,174618.39554501345
80,191235.70936721645
1876,152970.146970686
1546,118696.40427408862
2518,188544.91822627754
2347,170965.16465954258
783,214013.0338134769
1322,56530.50757978395
194,84882.71190137998
1770,259547.9375878843
2143,158036.77128379798
1229,191970.02115043212
511,254893.60813353097
46,221255.38216700393
1348,170878.05318055634
2465,195580.36620270164
387,238378.019086172
873,223093.59265057812
1918,147431.66400192195
2764,254652.17783539247
2184,133114.06498315942
934,153807.09222529395
1920,134207.94384124273
2631,143712.43741206801
1768,325074.40293556545
2040,112106.35897904012
1749,214827.38440084027
834,225371.5273358001
1457,223512.41072507662
79,125800.25253100606
2302,117149.64232240415
1817,150862.29755887433
2755,213170.92006006418
359,198052.17451022394
2059,123545.03435696082
2092,228004.02240905096
2516,242711.1716829052
150,116381.61279277361
1656,143095.40510382832
83,86404.52920153564
2411,174160.09779201855
795,96519.78778482729
2312,222309.91634358608
2917,115128.63462916628
1624,174894.5902889836
2215,240296.00491824723
1211,153308.30698152728
1485,172377.8054095363
1024,183274.38421198906
570,194791.69131416493
2874,124586.45624834264
700,143420.1538060667
2756,193341.51093455605
2022,159675.56301006826
583,214016.6931184238
2392,322965.52523057576
2424,191757.2498522
212,103810.23756713138
736,146104.96025429858
1610,175561.32313371106
890,123130.3955966535
467,186979.31155316634
578,213490.03402905748
1747,176189.30379587185
1149,158339.5846648029
2758,206201.26938918378
857,167771.57756445894
2219,255953.37449583065
733,119140.06529096187
2909,123639.99506418897
1798,256679.58683568376
235,122741.18441920393
2366,144109.52683884985
1027,131927.97089970903
1195,154555.93067736586
1303,60640.50425831908
148,173620.93383920463
608,162988.6405744452
2515,214755.76178351432
821,276649.3429499798
2500,256965.4416931982
745,104923.57151620573
741,114644.85678172583
1611,135562.84675822774
2532,121781.41928796693
1081,212773.9028844217
1692,300186.21303434577
2520,195122.4951910687
276,113291.0871077132
1992,126991.70522389704
663,69654.48757024296
418,127626.99413452811
1733,207357.6536800127
2359,148008.5017447847
253,186400.87396753306
1518,175436.97199115303
2035,144046.84872310262
2919,65803.44845690997
1540,236261.6996176492
2120,141172.52798487703
1674,185976.74218124995
256,149002.85863035836
2361,105424.66667700073
978,89938.59819699913
2280,154328.9773119749
2095,218092.30261132028
1709,294022.629557725
2801,223023.87236566062
1246,133561.67347574653
2373,111386.09822291124
1055,244704.50355127454
2017,135140.3248012402
1099,254864.07604339535
1344,106395.13443234825
835,152914.90591431444
1117,208743.7191488954
2043,108690.16284126625
2085,132344.46278068423
410,153869.8188580641
2650,116931.98135639113
2867,171998.73565072345
1668,118661.10941788458
1161,181910.19722979382
2122,184273.92167660364
2539,142125.68451423149
1047,130282.00428938084
1445,140824.19416311098
541,125013.71343280561
569,199292.00347572684
1276,114690.76986884559
918,159881.29719226123
326,177056.87223343915
1936,140351.11493494015
895,88107.73276811605
257,135692.4967758996
1241,165406.2772343752
1545,121849.29006831313
1189,170954.68943748425
270,152710.94363319318
2066,191615.16318709357
693,112322.12474037777
1259,161696.67676334115
2916,172840.53608441647
2321,248869.52615362214
1977,105066.16010316154
1895,162718.85281779297
1240,166347.79591268915
85,147074.70075359257
1823,108224.47198249215
825,257468.90358689864
110,222593.6716124016
697,124723.2018856481
2297,102165.46790872051
1231,148100.3798363323
1355,139760.86107452083
968,283095.65385774453
584,208243.76512352197
1315,131828.3741385597
1606,152108.9646057645
206,107863.55894395057
1685,276657.3733118964
2016,133000.87250248794
869,190670.93711328434
2135,123389.6101015413
2346,195227.3604436193
2430,213323.1689018947
2198,103182.48142800565
2652,117244.95968928639
27,114759.9187078545
241,155783.0354083173
906,135188.7681775933
1506,118581.53949665176
2098,295477.1321323598
1435,215505.70070846498
2213,146802.69716703857
1274,130739.66875651327
743,71473.38227171267
1737,184271.51829945843
2797,269572.02399323386
2185,84641.40431120465
58,184378.9792905244
830,199105.67962036817
808,132976.85990513978
680,138323.89106922856
1153,106260.06535196143
1291,138812.53679597378
1818,170776.6177462009
2161,196381.50936293203
1883,133542.24679882947
350,254657.33410999744
2473,132925.2601177501
295,172214.1727667783
293,181015.16842903054
859,160404.0275337948
288,69895.52170421081
1578,155771.91404316915
102,181654.28534894605
2831,138722.80936434638
1030,163684.18886426248
2551,147361.31599792722
1286,169789.073037595
958,276961.44374754315
776,130547.78914006204
72,208832.66156596804
2263,251044.48931401857
1866,145927.68198699853
2876,84717.6004884734
2146,243722.60118333902
103,178676.94272317586
1500,143956.5141470355
492,164480.39711963135
167,133594.22794437644
2597,121844.25326985582
2685,113589.9969620597
1035,158040.4790872184
1220,75925.65474166465
2602,165794.38198357716
2159,211120.6434984411
695,160284.11989572435
1109,243341.3126874524
640,156153.6215645349
1652,166088.98294377566
2090,163815.7542667699
1188,160345.13397985828
2345,230409.17742139043
1059,302591.8409686631
2751,197069.9773801891
128,191560.3641427285
1523,210565.53062956902
2925,168707.93765601126
2145,239691.61793517272
1121,218611.22974789998
566,218292.2982719756
565,227550.71726311508
1331,138667.30102432214
2928,109118.94178372584
156,153764.89497459354
797,136746.1751584381
327,83747.6019274204
2859,152990.66371324795
1453,118543.42175829082
1762,290698.6093621287
1868,202191.9408880178
1760,182507.34574584974
1113,249269.64057292836
1812,177425.03392743925
117,137426.68619163425
1142,207075.2378630091
2342,296520.30655140174
927,149380.40348424815
2478,177191.68918902942
655,88203.75422764356
2064,134166.857082844
369,221503.9726455375
2239,118725.35541347081
2732,192151.76345341624
1653,160119.14641960766
959,193226.31479933168
2395,298715.9993599662
1412,94895.24256829133
271,257885.87581843845
1484,168679.35348720243
1497,130864.39538678128
552,180288.35192880375
2,109010.97965374481
1855,241047.7791726585
4,233923.43356329887
2292,164813.18674803048
134,146425.1064293628
646,128342.59213243262
42,270062.8068885605
532,214916.7496395169
713,108431.2580995968
2561,135545.15458174032
2360,147232.32637116566
1333,110081.20340842134
1407,199943.34779529195
2892,261945.8309053626
574,216157.95250830826
1227,173861.2718044416
2591,212053.86309076002
1476,211174.4910395725
1125,259546.18558027843
1446,140334.74593223285
408,114132.3311742126
1101,287333.7866988831
2251,190078.30650301868
373,179340.53207691523
2554,136160.44910407998
2382,251307.88543761888
1985,88999.0641766287
519,228607.52991803782
1093,209592.3860689517
864,254781.01189857675
2889,128845.14624445957
2308,164136.94980309185
986,150363.17899914252
1302,137546.7891401824
585,156265.4176627125
2708,130512.93102252466
147,128262.28221844177
1441,228798.05608202523
383,210621.41119688592
285,141883.62213957112
181,93169.55160532982
358,185699.03993232187
780,163570.458063527
258,202349.07778942992
1865,190231.55332162444
692,101993.69615248339
2902,270371.0188052893
508,234051.65355035733
2638,129506.56235050608
36,144430.14040736406
611,158067.4992070699
2281,130293.33375522293
1678,130408.8908463459
1696,293517.3994512288
1557,75653.22482795852
2180,155065.52381726372
1726,233699.37840357114
951,153966.46445533753
267,220827.8356965328
2706,136003.80790153914
2221,217625.2929428916
1357,147850.7099493569
2901,262719.3992449143
347,185520.75888929548
2164,194729.8875486579
1586,271823.2036042673
360,180051.03073423725
1769,231904.36052143585
2617,175610.32724753
1879,144160.06666595745
991,199249.38229405653
1535,104548.6565567461
1191,128130.35874961986
1579,198543.64858169967
1882,134464.5020913267
1510,123331.58749508404
2196,176160.9760072655
1845,178567.2028722898
2336,307669.8167152829
942,96950.93244989208
861,120970.37747063991
2555,106393.80372181543
1392,143824.51682665624
2099,239607.86646732962
1543,119391.52312810694
948,212793.54781479313
1239,164412.4058454659
22,201029.24571006236
2796,207445.8398198346
2747,191957.97789969452
92,287042.0079415848
210,172558.2058492693
1858,221351.42243688638
2228,180027.25829041578
447,208781.97693693935
827,223884.48093116938
1649,219538.02033383577
682,119820.50701291849
2698,105134.12769961299
494,185777.65724462105
214,92219.57573912002
2441,218802.83848311467
2679,106664.04264137169
1336,125013.08991381442
465,192545.19023319765
1524,162117.82735600683
2543,118141.30768692777
631,146015.31661676223
2452,289602.04087475134
228,168809.93558992696
126,168382.5886963493
1092,222702.44786459304
1122,193858.20065868783
932,179883.34649834628
1980,90708.67915711415
2171,118462.00693628669
551,165878.3329356933
2768,179329.92009064188
2056,118561.88645972253
1159,288871.7226196017
2645,137885.44466805184
1174,181183.41165991774
2266,212497.33838656428
2462,294669.65571679384
1219,155706.0040393293
2922,146486.84603835334
118,142362.54183211454
474,188096.47165564072
2576,133834.13674718313
872,250197.5256154046
1077,233943.94157981838
1536,142133.220009458
1150,137328.1105057671
2341,265875.2313903527
1931,152116.41021389415
2785,135150.61877814005
2538,135455.42889496987
597,195263.17247001157
464,166294.31170044295
233,188954.66271335585
2169,134514.76028180987
2123,186364.7721043435
1867,153016.72480332336
137,202725.57755788238
515,226534.28297837227
933,118210.48460438562
2784,152864.51283579064
972,162144.1992516661
599,147138.64444538555
2614,148875.9446801814
2582,147691.54592046048
1409,160461.9140056027
175,116786.83999891399
352,208265.21429379465
976,97962.00533624466
2134,200263.12567368857
984,135572.31160512194
2396,302258.56501572166
1673,155697.9121443633
404,109554.9446346267
607,174514.60230580028
814,155932.65756759702
868,187521.15790655228
2271,205820.34091944573
1633,210024.05743631913
337,179096.81163007973
2765,154046.884315664
1746,203647.7942005195
368,251221.6438889666
2806,201102.3532206901
1662,181466.52902496594
1234,206395.2543498913
1373,126223.82581221074
1672,106939.69284526631
1939,149044.62474922513
