id,saleprice
796,125994.63983875145
1526,169468.36856850242
2042,121563.31299644154
442,350288.31971134077
1693,335239.15124864137
1468,223795.4113782754
1430,200248.83115838523
2605,128174.12704550853
1529,214729.80453067718
335,150816.98130898233
1287,136755.12431214217
31,99906.71061448185
1785,302716.15252275404
82,168876.83837014472
2620,131362.45207448886
252,189922.35620971813
721,52497.80729169793
2165,189484.45190046937
2316,189781.09625729598
775,125573.44500856953
1558,74727.6828318093
17,227206.1934265923
1022,223266.35801055343
925,128857.07978607678
438,280799.5795186145
1270,142655.67167154743
1272,127498.57868464405
215,134325.67803050604
266,239340.49839321862
2402,287369.1745554767
1250,130208.27583734212
1984,118525.8655573939
1279,148174.13351787627
377,265787.09540156106
1252,104633.56933667522
2156,260483.99300067758
499,304384.1844906023
1374,124689.05403665519
2898,239515.5992225791
401,117398.2384208288
2721,159107.57301338596
2078,240616.07898472255
2589,132995.0422756314
1946,185346.44293539197
1334,128000.6405817611
2781,221784.99005695665
431,421570.68487134785
576,185379.87625975118
1474,212245.28182729858
2254,151172.60205922532
2155,290148.9132219932
885,91788.29980758089
643,143448.54593217507
1944,128245.50349716832
480,198642.38856500105
2845,100823.11985788489
2387,325276.43932440836
2407,214913.74653972374
2527,170385.29033533245
2514,145925.3266643872
629,141176.56011884188
80,218187.62071742624
1876,135599.77064643838
1546,128621.09718197325
2518,172711.11415756147
2347,166483.01985753505
783,247268.57737431227
1322,64429.17693843904
194,90375.34229386841
1770,278327.5634181909
2143,129505.4694758296
1229,221927.8435593048
511,279439.52844533464
46,239836.68812253405
1348,143505.99081751183
2465,195071.91861033856
387,228638.96702767897
873,226836.73175525712
1918,122940.85345801795
2764,243037.8150673667
2184,125040.47353409772
934,142507.72352225884
1920,128052.72825428976
2631,136613.18177046505
1768,564951.1082424446
2040,127253.05805136496
1749,221046.13960004758
834,243302.65206727618
1457,230677.68815208008
79,122843.99947760363
2302,125149.5223040445
1817,151039.38713219925
2755,245269.5189500477
359,183870.61332336377
2059,111135.90245356715
2092,235150.92693766364
2516,215825.41464940208
150,123372.02991144471
1656,138843.64363700547
83,94033.08651142845
2411,189218.47318738434
795,72784.39133358661
2312,223997.67158903694
2917,101891.96868787399
1624,183726.03465195684
2215,304053.38564853003
1211,149501.5683828404
1485,150013.0388100081
1024,171718.2403081631
570,178484.1972520901
2874,142830.3486971179
700,109108.1724617454
2756,213867.42873657684
2022,180124.96593650337
583,228117.6428734222
2392,381972.1224811251
2424,177923.75509027645
212,112621.58237169244
736,137457.71728050092
1610,156786.27709597
890,115569.3020996311
467,181211.59767912107
578,198866.27989076462
1747,195596.23208802508
1149,165882.2226264638
2758,259318.6377357908
857,140404.3847293983
2219,291057.43984899885
733,84580.08366401125
2909,117095.67789136263
1798,246574.98532884245
235,117133.17919652919
2366,128497.30592559822
1027,142640.6618903416
1195,140210.5048675691
1303,55685.724849758175
148,186782.85416297955
608,159370.16040447567
2515,188005.45867386938
821,272788.8952581815
2500,260178.9467343197
745,105908.69924857492
741,127773.21514162661
1611,106691.99358002901
2532,121683.21938897145
1081,227804.4165747166
1692,453453.21722392
2520,165782.2621791343
276,102421.15327746984
1992,141104.26328133806
663,60052.059026219526
418,114872.32814187602
1733,215822.91562411655
2359,148763.97144715773
253,182188.18274269346
1518,189170.76623498
2035,137460.4891080597
2919,84975.16302367933
1540,284843.1165545995
2120,145102.33770292465
1674,167865.9293911683
256,160075.8333499094
2361,100101.50411312073
978,77431.72920768357
2280,151724.79641080444
2095,229133.52179011577
1709,336843.43157908914
2801,261539.83925942556
1246,122339.14242445855
2373,99300.34358681328
1055,302732.05948541965
2017,130679.83675574338
1099,240229.25949605962
1344,80058.37935078959
835,186019.89670757248
1117,219061.19345591278
2043,93400.35672705459
2085,119909.0188366201
410,143537.0418681905
2650,118117.264783251
2867,182487.72702263878
1668,116403.36871978555
1161,156506.3694225639
2122,178896.92463192274
2539,151242.4569548236
1047,144986.91034367928
1445,132092.15328841202
541,136513.82541760462
569,206161.30779218886
1276,112139.5919446364
918,164433.1644299001
326,165847.9162819889
1936,137336.1050511079
895,94014.75513801165
257,145881.72185762506
1241,184290.7774986979
1545,126813.44954937437
1189,183297.12907508874
270,145118.47066188528
2066,148281.25906810028
693,113741.83262825267
1259,134508.37691327007
2916,148695.87968560428
2321,321126.90911185654
1977,94634.43091268226
1895,146780.6645557349
1240,175586.06090975806
85,153879.88783606316
1823,112608.95556796344
825,296018.230439582
110,219816.34982996935
697,129920.40953041351
2297,114538.33180719243
1231,141608.46467008026
1355,132845.56843226834
968,338881.40409933316
584,208768.82843374938
1315,129985.10376801935
1606,142751.3827529289
206,111616.46553115644
1685,378276.42689648335
2016,135920.69979709477
869,206215.46065832433
2135,125732.7477587835
2346,184638.84783441015
2430,233096.95606782363
2198,76626.60682755103
2652,130609.68816028263
27,112607.39847679125
241,172036.63957804028
906,113269.97458005165
1506,114953.63154306822
2098,363489.8909772981
1435,219181.3461164699
2213,113433.81977856674
1274,138691.05619229333
743,43117.99370720045
1737,209036.2938644671
2797,283736.89940484083
2185,66401.71022640685
58,175218.43493702504
830,197889.60000134187
808,112592.43262176293
680,138874.65469217504
1153,113927.83448160478
1291,131769.90136719163
1818,127108.29529416957
2161,191784.0499886343
1883,119194.70556995686
350,371735.2466901491
2473,155518.62815689357
295,191443.29381816642
293,173625.6999600993
859,137906.96750837626
288,75324.38463142424
1578,149698.27034454778
102,168779.26465232775
2831,150005.84547176637
1030,160052.70880902853
2551,156788.3618071651
1286,145598.4730647614
958,313529.7193134288
776,131538.79527567344
72,228710.1623052201
2263,259149.96992440606
1866,152761.4335493241
2876,74254.13660688284
2146,244823.389605316
103,171206.04474208405
1500,142845.50208843773
492,186893.39797329268
167,154156.1445534914
2597,119741.16372314432
2685,105656.420308676
1035,176391.55616700795
1220,68486.23949374373
2602,160734.92071226842
2159,207359.65294885694
695,146664.27679789223
1109,251541.85468995388
640,171567.16641391435
1652,155647.77801327044
2090,176372.66016591445
1188,189550.13254879537
2345,237197.81668938164
1059,428514.778586284
2751,239538.03195592068
128,196512.17777286447
1523,180186.87717299358
2925,180369.77479247205
2145,292531.7831273091
1121,219727.07074384426
566,234857.25635179394
565,251115.59469919602
1331,131465.84536529458
2928,124973.06555608493
156,149046.42272481887
797,134546.16488875882
327,96212.39243985595
2859,137705.13568101113
1453,121152.19785815346
1762,332588.02300065703
1868,217751.99541396822
1760,179652.13524102024
1113,236224.62061272303
1812,197232.44223502785
117,164165.01525035247
1142,211175.4030678399
2342,433287.60809884133
927,158119.53563593884
2478,179539.41633015458
655,82922.15239856856
2064,129443.59694952391
369,284236.0919842525
2239,118149.02389111108
2732,210831.89584645806
1653,168893.47071593173
959,221436.66381024028
2395,376792.11256280367
1412,110530.18035575155
271,260010.4543552756
1484,148973.26290011936
1497,147511.35448786826
552,152782.52471552597
2,117318.71961034952
1855,288003.3872265601
4,285289.18199577206
2292,157777.85963871717
134,139235.72760642378
646,106191.10910182695
42,299878.9793661273
532,221555.63278454533
713,93261.66491224512
2561,133009.51098970894
2360,139871.9458008062
1333,124472.44935078491
1407,221889.79658808
2892,295144.90327625186
574,204707.7453750604
1227,192953.34109393615
2591,214185.77795990446
1476,214823.71911966125
1125,237138.78954076578
1446,144477.46132715204
408,119981.5334244551
1101,292448.05571695475
2251,191972.83685559008
373,180579.5634807208
2554,138101.96985331003
2382,272219.5573598254
1985,94866.96570768532
519,233779.36418699296
1093,194289.67422956438
864,251821.30007615342
2889,148394.20688912552
2308,176561.8321909916
986,167950.7795465288
1302,156522.76568945797
585,163410.88469587613
2708,151441.21219036725
147,126924.52656517606
1441,232670.83971414308
383,192477.48257247423
285,146957.53220513318
181,114053.1304703033
358,196627.079573582
780,160653.33011683886
258,200443.40244557863
1865,200038.71036784822
692,124080.11399782287
2902,341323.8599995169
508,236621.09822000944
2638,155631.30365061795
36,138861.74358844227
611,173106.95406694146
2281,139100.03899886686
1678,121392.91162104983
1696,487437.9449156661
1557,67840.47473520678
2180,155323.45021474344
1726,229744.5301807432
951,148034.99655051486
267,217821.48716036728
2706,140523.66348638802
2221,266628.1087399341
1357,176835.0687718931
2901,334145.72573786374
347,180665.4945345221
2164,195772.04677477278
1586,313299.3217866298
360,159750.59423683345
1769,236393.77146960847
2617,141948.77280895135
1879,140635.17934666097
991,250819.51547600643
1535,118696.5771857518
1191,149691.32260526525
1579,221060.24397852036
1882,148834.95913012524
1510,128981.08993814622
2196,123156.00601365443
1845,161836.38951227526
2336,415054.9746452984
942,96492.06997471681
861,128960.00444120844
2555,118170.07923967358
1392,147827.70294673828
2099,260400.79388168312
1543,123399.16664901635
948,285885.89435411413
1239,176460.54080073608
22,189770.48273509936
2796,237368.44978959332
2747,181138.6027803795
92,286101.5051525845
210,161971.55872226704
1858,196381.18000621023
2228,162303.33207649225
447,230200.60308515126
827,234949.08281437436
1649,200561.45213312135
682,138445.59128853452
2698,112058.09106179854
494,171684.76841493818
214,69183.7624436062
2441,251293.32211608242
2679,108309.47505285703
1336,118599.34926067002
465,180875.94258610526
1524,154501.5105481905
2543,110161.70614789632
631,140487.43261041841
2452,298984.9293442945
228,156961.1741432343
126,169689.25841355487
1092,250696.46435600688
1122,205985.6375050197
932,212588.1379208881
1980,94713.80372348473
2171,106936.29949494643
551,172567.0133998724
2768,177172.46716687002
2056,107276.52450744902
1159,342022.4195483758
2645,113898.88615409532
1174,167595.60482731106
2266,222174.40369138645
2462,396407.377591801
1219,156794.97024096068
2922,182212.89318676046
118,142352.99427862559
474,164449.76327489625
2576,149082.9263398947
872,291045.23010950524
1077,218715.0511188053
1536,134546.30970121638
1150,115349.18943491194
2341,367330.4315942813
1931,164393.52424005436
2785,132883.4658673044
2538,126022.0401267175
597,212969.7037852423
464,188888.18566533367
233,239504.327505453
2169,126261.1709048717
2123,183862.95959664066
1867,167419.668479167
137,234741.85474915933
515,244543.82486947963
933,114013.47111832464
2784,168351.3182756039
972,166811.788197162
599,173221.87523478607
2614,129586.88626061527
2582,136977.6180657502
1409,175680.17381934432
175,98661.66328016091
352,244687.88901488483
976,99788.77529397928
2134,195910.2315900287
984,116774.36639153904
2396,378007.99024794943
1673,132507.6345252956
404,119743.44418675601
607,170693.14895529518
814,147395.70341500192
868,193443.34172780055
2271,182755.82805428663
1633,233275.95869024016
337,146514.70124932937
2765,173196.05292016573
1746,252944.46452950605
368,349147.35060341714
2806,208554.4363491813
1662,184504.1878763335
1234,224699.40048482828
1373,127684.84663933326
1672,113763.01305689929
1939,117443.69554035504
